C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_083.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_083.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_083.jpg,0,0.2834665,0,16.90863
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_158.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_158.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_158.jpg,0,0.235052,0,17.01347
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_235.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_235.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_235.jpg,0,0.1866376,0,17.05336
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_310.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_310.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_310.jpg,0.1285403,0.1672719,0,17.05895
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_387.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_387.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_387.jpg,0.1769547,0.1285403,0,17.32566
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_462.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_462.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_462.jpg,0,0,0,17.24875
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_535.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_535.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_535.jpg,0,0,0,17.15692
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_612.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_612.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_612.jpg,0,0,0,17.05119
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_684.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_684.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_684.jpg,0,0,0,16.40594
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_759.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_759.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_759.jpg,0,0,0,16.27039
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_834.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_834.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_834.jpg,-0.01234569,0,0,16.13648
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_912.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_912.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_912.jpg,-0.04139434,0,0,16.00386
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_07_986.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_07_986.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_07_986.jpg,0,0,0,16.45652
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_062.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_062.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_062.jpg,0,0,0,16.33004
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_164.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_164.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_164.jpg,0,0,0,16.20683
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_209.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_209.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_209.jpg,-0.02202857,0,0,15.57686
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_284.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_284.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_284.jpg,-0.2641007,0,0,15.37302
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_358.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_358.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_358.jpg,0,0,0,15.23959
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_431.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_431.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_431.jpg,0,0,0,15.14475
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_510.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_510.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_510.jpg,0,0,0,15.59109
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_582.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_582.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_582.jpg,0,0,0,15.46854
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_657.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_657.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_657.jpg,0,0,0,15.34664
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_732.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_732.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_732.jpg,0,0,0,15.226
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_803.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_803.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_803.jpg,0.06076011,0.01234569,0,14.61014
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_878.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_878.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_878.jpg,0.01234569,0,0,14.51827
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_08_950.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_08_950.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_08_950.jpg,0,0,0,14.4046
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_09_025.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_09_025.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_09_025.jpg,0,0,0,14.82374
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_09_098.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_09_098.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_09_098.jpg,0,0,0,14.70804
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_09_172.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_09_172.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_09_172.jpg,0,0,0,14.59116
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_09_245.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_09_245.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_09_245.jpg,0,0.06076011,0,13.96687
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_09_318.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_09_318.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_09_318.jpg,0,0.3028322,0,14.03242
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_17_10_41_09_389.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_17_10_41_09_389.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_17_10_41_09_389.jpg,0,0.2931494,0,14.22476
