C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_41_142.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_41_142.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_41_142.jpg, -0.1866376, 0.3125151, 0, 21.0103
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_41_251.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_41_251.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_41_251.jpg, -0.1769547, 0.2931494, 0, 21.37159
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_41_357.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_41_357.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_41_357.jpg, -0.1769547, 0.2931494, 0, 21.23273
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_41_461.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_41_461.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_41_461.jpg, -0.1672719, 0.2931494, 0, 21.35174
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_41_566.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_41_566.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_41_566.jpg, -0.1672719, 0.2931494, 0, 21.67331
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_41_671.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_41_671.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_41_671.jpg, -0.1672719, 0.2931494, 0, 21.50656
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_41_778.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_41_778.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_41_778.jpg, -0.1672719, 0.2931494, 0, 21.83156
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_41_884.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_41_884.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_41_884.jpg, -0.1672719, 0.2931494, 0, 21.91419
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_41_996.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_41_996.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_41_996.jpg, -0.1672719, 0.2931494, 0, 21.76325
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_42_103.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_42_103.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_42_103.jpg, -0.157589, 0.2931494, 0, 21.83459
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_42_213.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_42_213.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_42_213.jpg, -0.1479061, 0.2834665, 0, 22.07005
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_42_318.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_42_318.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_42_318.jpg, -0.1382232, 0.2737836, 0, 21.91925
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_42_428.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_42_428.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_42_428.jpg, -0.1382232, 0.235052, 0, 21.90212
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_42_540.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_42_540.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_42_540.jpg, -0.1382232, 0.1963205, 0, 22.03465
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_42_641.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_42_641.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_42_641.jpg, -0.1769547, 0.1672719, 0, 21.85923
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_42_755.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_42_755.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_42_755.jpg, -0.2253692, 0.1285403, 0, 21.42978
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_42_857.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_42_857.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_42_857.jpg, -0.2253692, 0.1285403, 0, 21.47791
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_42_960.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_42_960.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_42_960.jpg, -0.2641007, 0.1285403, 0, 21.06733
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_43_063.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_43_063.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_43_063.jpg, -0.2834665, 0.09949167, 0, 20.77164
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_43_169.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_43_169.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_43_169.jpg, -0.2834665, 0.09949167, 0, 20.82198
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_43_276.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_43_276.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_43_276.jpg, -0.2834665, 0.09949167, 0, 20.29325
C:\Users\cian.ryan\CarND_Term1_All\IMG\center_2018_05_17_13_08_43_382.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\left_2018_05_17_13_08_43_382.jpg, C:\Users\cian.ryan\CarND_Term1_All\IMG\right_2018_05_17_13_08_43_382.jpg, -0.2834665, 0.09949167, 0, 19.97433
