C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_36_357.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_36_357.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_36_357.jpg,-0.1188574,0.2931494,0,22.34078
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_36_431.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_36_431.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_36_431.jpg,-0.1188574,0.2931494,0,22.45003
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_36_509.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_36_509.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_36_509.jpg,-0.0801259,0.2931494,0,22.56213
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_36_583.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_36_583.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_36_583.jpg,-0.0801259,0.2931494,0,22.76113
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_36_657.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_36_657.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_36_657.jpg,-0.0801259,0.2931494,0,22.85527
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_36_728.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_36_728.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_36_728.jpg,-0.0801259,0.2834665,0,22.94036
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_36_804.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_36_804.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_36_804.jpg,-0.0801259,0.2834665,0,23.02422
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_36_879.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_36_879.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_36_879.jpg,-0.0801259,0.2834665,0,23.03462
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_36_955.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_36_955.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_36_955.jpg,-0.0801259,0.2737836,0,23.12754
C:\Users\cian.ryan\Desktop\IMG\center_2018_05_22_10_28_37_028.jpg,C:\Users\cian.ryan\Desktop\IMG\left_2018_05_22_10_28_37_028.jpg,C:\Users\cian.ryan\Desktop\IMG\right_2018_05_22_10_28_37_028.jpg,-0.0801259,0.2737836,0,23.21356
